name,aggmiv,max20aggmiv,kalaggmiv,aggoev,max30aggoev,kalaggoev,kernmiv,max30miv,kalkernmiv,kernoev,max40oev,kalkernoev,lat,lon,x,y
Gollion VD,15,0.75,0.75,38,1.27,1,15,0.5,0.5,38,0.95,0.95,46.58670425415039,6.510008811950684,159915.109375,528829
Grancy VD,17,0.85,0.85,40,1.33,1,17,0.57,0.57,40,1,1,46.59494400024414,6.459766387939453,160878.125,524990
L'Isle VD,22,1.1,1,46,1.53,1,22,0.73,0.73,46,1.15,1,46.62128448486328,6.405856132507324,163859.125,520897.75
Lussery-Villars VD,15,0.75,0.75,22,0.73,0.73,15,0.5,0.5,29,0.725,0.73,46.6317024230957,6.5245490074157715,164904.1875,530001.6875
Mauraz VD,27,1.35,1,50,1.67,1,27,0.9,0.9,50,1.25,1,46.60318374633789,6.417789459228516,161834.9375,521785.46875
Mex VD,14,0.7,0.7,44,1.47,1,14,0.47,0.47,44,1.1,1,46.575870513916016,6.560688018798828,158666.1875,532699.4375
Moiry VD,20,1,1,39,1.3,1,20,0.67,0.67,39,0.975,0.98,46.654422760009766,6.451296806335449,167497.703125,524424.375
Mont-la-Ville VD,24,1.2,1,51,1.7,1,24,0.8,0.8,51,1.275,1,46.65342712402344,6.3904500007629395,167447.421875,519765.6875
Montricher VD,25,1.25,1,53,1.77,1,25,0.83,0.83,53,1.325,1,46.602996826171875,6.357474327087402,161876.015625,517164.28125
Orny VD,20,1,1,19,0.63,0.63,20,0.67,0.67,19,0.475,0.48,46.67150115966797,6.536676406860352,169317.09375,530981.3125
Pampigny VD,19,0.95,0.95,42,1.4,1,19,0.63,0.63,42,1.05,1,46.58742141723633,6.423496246337891,160077.0625,522199.96875
Penthalaz VD,12,0.6,0.6,14,0.47,0.47,12,0.4,0.4,14,0.35,0.35,46.61199188232422,6.530861854553223,162707.515625,530459.6875
Penthaz VD,12,0.6,0.6,25,0.83,0.83,12,0.4,0.4,25,0.625,0.63,46.60043716430664,6.540614128112793,161414.53125,531192
Pompaples VD,18,0.9,0.9,26,0.87,0.87,18,0.6,0.6,30,0.75,0.75,46.67655563354492,6.518167018890381,169895.515625,529571.5625
La Sarraz VD,18,0.9,0.9,32,1.07,1,18,0.6,0.6,32,0.8,0.8,46.65504455566406,6.5080790519714355,167513.625,528771.375
Senarclens VD,16,0.8,0.8,42,1.4,1,16,0.53,0.53,42,1.05,1,46.596439361572266,6.48718786239624,161018.28125,527093.1875
Sévery VD,21,1.05,1,42,1.4,1,21,0.7,0.7,42,1.05,1,46.57227325439453,6.441044330596924,158375.953125,523523.34375
Sullens VD,8,0.4,0.4,25,0.83,0.83,8,0.27,0.27,25,0.625,0.63,46.59265899658203,6.567281723022461,160526.765625,533225.625
Vufflens-la-Ville VD,12,0.6,0.6,13,0.43,0.43,12,0.4,0.4,13,0.325,0.33,46.57530975341797,6.537477016448975,158624.1875,530919.5
Assens VD,8,0.4,0.4,17,0.57,0.57,8,0.27,0.27,17,0.425,0.43,46.61598205566406,6.62680721282959,163070.390625,537813.9375
Bercher VD,17,0.85,0.85,32,1.07,1,19,0.63,0.63,32,0.8,0.8,46.691795349121094,6.706869602203369,171437.375,544025.25
Bioley-Orjulaz VD,9,0.45,0.45,33,1.1,1,9,0.3,0.3,33,0.825,0.83,46.61965560913086,6.5991339683532715,163500.890625,535698.625
Bottens VD,10,0.5,0.5,16,0.53,0.53,10,0.33,0.33,16,0.4,0.4,46.61522674560547,6.664580345153809,162957.015625,540706.375
Bretigny-sur-Morrens VD,11,0.55,0.55,12,0.4,0.4,11,0.37,0.37,12,0.3,0.3,46.60301971435547,6.642415523529053,161617.046875,538994.8125
Cugy VD,10,0.5,0.5,4,0.13,0.13,10,0.33,0.33,4,0.1,0.1,46.58224868774414,6.642515659332275,159308.28125,538979
Dommartin VD,11,0.55,0.55,40,1.33,1,11,0.37,0.37,40,1,1,46.649742126464844,6.702520370483398,166765.796875,543648.625
Echallens VD,10,0.5,0.5,19,0.63,0.63,10,0.33,0.33,19,0.475,0.48,46.63789367675781,6.635162353515625,165499.5625,538478.875
Eclagnens VD,12,0.6,0.6,37,1.23,1,12,0.4,0.4,37,0.925,0.93,46.6513786315918,6.59126615524292,167033.71875,535134.125
Essertines-sur-Yverdon VD,13,0.65,0.65,15,0.5,0.5,22,0.73,0.73,41,1.025,1,46.72129821777344,6.650723934173584,174758.4375,539763.625
Etagnières VD,6,0.3,0.3,15,0.5,0.5,6,0.2,0.2,15,0.375,0.38,46.60092544555664,6.610869884490967,161409.25,536575.4375
Fey VD,16,0.8,0.8,28,0.93,0.93,16,0.53,0.53,28,0.7,0.7,46.67385482788086,6.685163497924805,169458.671875,542345.75
Froideville VD,7,0.35,0.35,7,0.23,0.23,7,0.23,0.23,7,0.175,0.18,46.59669876098633,6.691532611846924,160877.25,542751.25
Goumoens-la-Ville VD,16,0.8,0.8,36,1.2,1,16,0.53,0.53,36,0.9,0.9,46.65787124633789,6.6048994064331055,167744.40625,536185.375
Goumoens-le-Jux VD,17,0.85,0.85,37,1.23,1,17,0.57,0.57,37,0.925,0.93,46.66559600830078,6.587330341339111,168617.4375,534850.0625
Malapalud VD,15,0.75,0.75,17,0.57,0.57,15,0.5,0.5,17,0.425,0.43,46.6207275390625,6.641246318817139,163586.5,538925.3125
Morrens VD,11,0.55,0.55,18,0.6,0.6,11,0.37,0.37,18,0.45,0.45,46.59416961669922,6.626594066619873,160645.71875,537772.4375
Naz VD,17,0.85,0.85,36,1.2,1,17,0.57,0.57,36,0.9,0.9,46.375274658203125,6.917162895202637,136123.15625,559876.375
Oulens-sous-Echallens VD,11,0.55,0.55,37,1.23,1,11,0.37,0.37,37,0.925,0.93,46.646629333496094,6.571383476257324,166522.453125,533606.375
Pailly VD,14,0.7,0.7,27,0.9,0.9,20,0.67,0.67,47,1.175,1,46.69928741455078,6.674666881561279,172293.875,541570.1875
Penthéréaz VD,17,0.85,0.85,31,1.03,1,19,0.63,0.63,34,0.85,0.85,46.68291473388672,6.60533332824707,170527.921875,536248.25
Poliez-le-Grand VD,11,0.55,0.55,32,1.07,1,11,0.37,0.37,32,0.8,0.8,46.637332916259766,6.664524078369141,165414.4375,540726.375
Poliez-Pittet VD,11,0.55,0.55,42,1.4,1,11,0.37,0.37,42,1.05,1,46.622291564941406,6.688606262207031,163724.609375,542554.25
Rueyres VD,16,0.8,0.8,31,1.03,1,19,0.63,0.63,43,1.075,1,46.69900131225586,6.695791244506836,172246.515625,543185.4375
Saint-Barthélemy VD,12,0.6,0.6,36,1.2,1,12,0.4,0.4,36,0.9,0.9,46.634849548339844,6.602111339569092,165187.65625,535944.6875
Sugnens VD,14,0.7,0.7,26,0.87,0.87,14,0.47,0.47,26,0.65,0.65,46.655479431152344,6.67097806930542,167426.5,541240.3125
Villars-le-Terroir VD,16,0.8,0.8,24,0.8,0.8,16,0.53,0.53,32,0.8,0.8,46.664791107177734,6.645549297332764,168481.375,539304.4375
Villars-Tiercelin VD,9,0.45,0.45,12,0.4,0.4,9,0.3,0.3,12,0.3,0.3,46.625732421875,6.703500747680664,164096.140625,543698.625
Vuarrens VD,14,0.7,0.7,20,0.67,0.67,18,0.6,0.6,36,0.9,0.9,46.6863899230957,6.646681785583496,170881.125,539415.375
Bonvillars VD,13,0.65,0.65,21,0.7,0.7,28,0.93,0.93,48,1.2,1,46.85090637207031,6.670187473297119,189151.234375,541393
Bullet VD,21,1.05,1,57,1.9,1,36,1.2,1,87,2.175,1,46.843955993652344,6.558693885803223,188468.140625,532881.375
Champagne VD,10,0.5,0.5,18,0.6,0.6,26,0.87,0.87,45,1.125,1,46.83600997924805,6.650698661804199,187510.078125,539890
Concise VD,15,0.75,0.75,11,0.37,0.37,30,1,1,40,1,1,46.865081787109375,6.7259368896484375,190686.96875,545659.0625
Corcelles-près-Concise VD,18,0.9,0.9,28,0.93,0.93,33,1.1,1,55,1.375,1,46.85369110107422,6.700562477111816,189438.828125,543712.4375
Fiez VD,12,0.6,0.6,20,0.67,0.67,28,0.93,0.93,47,1.175,1,46.863983154296875,6.549022197723389,190703.015625,532169
Fontaines-sur-Grandson VD,12,0.6,0.6,22,0.73,0.73,28,0.93,0.93,50,1.25,1,46.854373931884766,6.599218845367432,189592.40625,535984.75
Fontanezier VD,15,0.75,0.75,32,1.07,1,30,1,1,60,1.5,1,46.85361099243164,6.653665065765381,189464.5,540135.9375
Giez VD,9,0.45,0.45,26,0.87,0.87,26,0.87,0.87,54,1.35,1,46.81380081176758,6.6100969314575195,185073.546875,536766.625
Grandevent VD,14,0.7,0.7,43,1.43,1,30,1,1,71,1.775,1,46.84914016723633,6.593264102935791,189015.40625,535524.375
Grandson VD,8,0.4,0.4,4,0.13,0.13,25,0.83,0.83,36,0.9,0.9,46.8117561340332,6.6393327713012695,184822.90625,538995.4375
Mauborget VD,19,0.95,0.95,42,1.4,1,34,1.13,1,70,1.75,1,46.86757278442383,6.62216854095459,191041.0625,537750.1875
Mutrux VD,17,0.85,0.85,41,1.37,1,33,1.1,1,69,1.725,1,46.880836486816406,6.726006031036377,192438.453125,545680.25
Novalles VD,14,0.7,0.7,37,1.23,1,31,1.03,1,66,1.65,1,46.832733154296875,6.592782974243164,187192.109375,535468
Onnens VD,12,0.6,0.6,25,0.83,0.83,27,0.9,0.9,52,1.3,1,46.84989929199219,6.68686056137085,189027,542663.5
Provence VD,18,0.9,0.9,43,1.43,1,36,1.2,1,70,1.75,1,46.9041748046875,6.682837963104248,195063.515625,542414.9375
Romairon VD,17,0.85,0.85,31,1.03,1,32,1.07,1,59,1.475,1,46.850460052490234,6.641391277313232,189123.578125,539196.375
Sainte-Croix VD,20,1,1,36,1.2,1,36,1.2,1,64,1.6,1,46.82444381713867,6.486565589904785,186363.4375,527353.625
Vaugondry VD,15,0.75,0.75,30,1,1,30,1,1,58,1.45,1,46.846343994140625,6.637111186981201,188669.515625,538865.25
Villars-Burquin VD,15,0.75,0.75,27,0.9,0.9,30,1,1,55,1.375,1,46.84723663330078,6.629367828369141,188774.703125,538275.6875
Belmont-sur-Lausanne VD,7,0.35,0.35,9,0.3,0.3,7,0.23,0.23,9,0.225,0.23,46.52629470825195,6.686542987823486,153055.046875,542293.75
Cheseaux-sur-Lausanne VD,5,0.25,0.25,10,0.33,0.33,5,0.17,0.17,10,0.25,0.25,46.584354400634766,6.599143981933594,159577,535657.3125
Crissier VD,8,0.4,0.4,20,0.67,0.67,8,0.27,0.27,20,0.5,0.5,46.561580657958984,6.575819969177246,157064.90625,533841.8125
Epalinges VD,7,0.35,0.35,4,0.13,0.13,7,0.23,0.23,4,0.1,0.1,46.55238723754883,6.671784400939941,155966.390625,541189.8125
Jouxtens-Mézery VD,7,0.35,0.35,6,0.2,0.2,7,0.23,0.23,6,0.15,0.15,46.55268859863281,6.594949245452881,156060.515625,535297.875
Lausanne VD,0,0,0,0,0,0,0,0,0,0,0,0,46.55378723144531,6.695583343505859,156104.40625,543016.375
Le Mont-sur-Lausanne VD,7,0.35,0.35,13,0.43,0.43,7,0.23,0.23,13,0.325,0.33,46.55897521972656,6.639695167541504,156723.015625,538736.4375
Paudex VD,5,0.25,0.25,4,0.13,0.13,5,0.17,0.17,4,0.1,0.1,46.5086784362793,6.673430442810059,151106.4375,541268.5625
Prilly VD,3,0.15,0.15,6,0.2,0.2,3,0.1,0.1,6,0.15,0.15,46.5382080078125,6.604605674743652,154442.984375,536021.25
Pully VD,5,0.25,0.25,4,0.13,0.13,5,0.17,0.17,4,0.1,0.1,46.52419662475586,6.668514728546143,152835.046875,540908.25
Renens VD,6,0.3,0.3,15,0.5,0.5,6,0.2,0.2,15,0.375,0.38,46.53491973876953,6.588610649108887,154090.484375,534790.375
Romanel-sur-Lausanne VD,5,0.25,0.25,6,0.2,0.2,5,0.17,0.17,6,0.15,0.15,46.55936813354492,6.608603000640869,156791.734375,536352.8125
Chexbres VD,8,0.4,0.4,9,0.3,0.3,11,0.37,0.37,16,0.4,0.4,46.48405075073242,6.778670787811279,148295.34375,549322.6875
Cully VD,10,0.5,0.5,8,0.27,0.27,11,0.37,0.37,10,0.25,0.25,46.48954391479492,6.728675842285156,148939.59375,545489.3125
Epesses VD,10,0.5,0.5,8,0.27,0.27,12,0.4,0.4,13,0.325,0.33,46.620262145996094,6.668479919433594,163513.90625,541010.625
Forel (Lavaux) VD,11,0.55,0.55,24,0.8,0.8,11,0.37,0.37,24,0.6,0.6,,,,
Grandvaux VD,9,0.45,0.45,10,0.33,0.33,9,0.3,0.3,10,0.25,0.25,46.4993782043457,6.7162628173828125,150041.1875,544546.375
Lutry VD,8,0.4,0.4,7,0.23,0.23,8,0.27,0.27,7,0.175,0.18,46.51668930053711,6.6993207931518555,151977.9375,543264.0625
Puidoux VD,12,0.6,0.6,12,0.4,0.4,14,0.47,0.47,12,0.3,0.3,46.51124572753906,6.790387153625488,151310.578125,550247.375
Riex VD,12,0.6,0.6,17,0.57,0.57,12,0.4,0.4,24,0.6,0.6,46.49332809448242,6.735612392425537,149355.40625,546025.6875
Rivaz VD,7,0.35,0.35,5,0.17,0.17,14,0.47,0.47,16,0.4,0.4,46.47662353515625,6.77976131439209,147468.828125,549399.4375
Saint-Saphorin (Lavaux) VD,9,0.45,0.45,4,0.13,0.13,16,0.53,0.53,18,0.45,0.45,,,,
Savigny VD,8,0.4,0.4,13,0.43,0.43,8,0.27,0.27,13,0.325,0.33,46.54591369628906,6.7255730628967285,155207.625,545308.1875
Villette (Lavaux) VD,10,0.5,0.5,8,0.27,0.27,10,0.33,0.33,8,0.2,0.2,,,,
Aclens VD,14,0.7,0.7,36,1.2,1,14,0.47,0.47,36,0.9,0.9,46.568729400634766,6.509171009063721,157917.90625,528741.0625
Bremblens VD,14,0.7,0.7,30,1,1,14,0.47,0.47,30,0.75,0.75,46.5501708984375,6.520603179931641,155844.8125,529593.3125
Buchillon VD,18,0.9,0.9,21,0.7,0.7,18,0.6,0.6,21,0.525,0.53,46.466670989990234,6.409252166748047,146669.4375,520932
Bussigny VD,10,0.5,0.5,9,0.3,0.3,10,0.33,0.33,9,0.225,0.23,46.55147171020508,6.553682804107666,155959.9375,532131.8125
Bussy-Chardonney VD,13,0.65,0.65,35,1.17,1,13,0.43,0.43,35,0.875,0.88,46.531002044677734,6.437686443328857,153791.65625,523207.28125
Chavannes-près-Renens VD,4,0.2,0.2,10,0.33,0.33,4,0.13,0.13,10,0.25,0.25,46.52927017211914,6.572970867156982,153475.765625,533583.6875
Chigny VD,17,0.85,0.85,20,0.67,0.67,17,0.57,0.57,20,0.5,0.5,46.51555252075195,6.477563858032227,152036.203125,526245.4375
Clarmont VD,18,0.9,0.9,32,1.07,1,18,0.6,0.6,32,0.8,0.8,46.549495697021484,6.448601245880127,155836.953125,524070.625
Colombier VD,15,0.75,0.75,30,1,1,15,0.5,0.5,30,0.75,0.75,46.55525207519531,6.4713134765625,156455,525820.3125
Denens VD,13,0.65,0.65,25,0.83,0.83,13,0.43,0.43,25,0.625,0.63,46.5177001953125,6.452835559844971,152298.515625,524350.875
Denges VD,10,0.5,0.5,10,0.33,0.33,10,0.33,0.33,10,0.25,0.25,46.52259063720703,6.539422512054443,152762.09375,531001.3125
Echandens VD,9,0.45,0.45,10,0.33,0.33,9,0.3,0.3,10,0.25,0.25,46.54050827026367,6.536464691162109,154756.203125,530797.375
Echichens VD,14,0.7,0.7,25,0.83,0.83,14,0.47,0.47,25,0.625,0.63,46.5444450378418,6.487149715423584,155238.890625,527020.0625
Ecublens VD,6,0.3,0.3,10,0.33,0.33,6,0.2,0.2,10,0.25,0.25,46.52861404418945,6.5575127601623535,153415.703125,532396.875
Etoy VD,17,0.85,0.85,30,1,1,17,0.57,0.57,30,0.75,0.75,46.48493576049805,6.419984817504883,148688.796875,521782.75
Lavigny VD,16,0.8,0.8,38,1.27,1,16,0.53,0.53,38,0.95,0.95,46.498111724853516,6.410432815551758,150162.765625,521068.5625
Lonay VD,11,0.55,0.55,12,0.4,0.4,11,0.37,0.37,12,0.3,0.3,46.529808044433594,6.518095016479492,153583.203125,529374.375
Lully VD,11,0.55,0.55,25,0.83,0.83,11,0.37,0.37,25,0.625,0.63,46.503055572509766,6.4631428718566895,150660.671875,525121.5
Lussy-sur-Morges VD,13,0.65,0.65,28,0.93,0.93,13,0.43,0.43,28,0.7,0.7,46.50139236450195,6.448359489440918,150490.03125,523984.46875
Monnaz VD,15,0.75,0.75,26,0.87,0.87,15,0.5,0.5,26,0.65,0.65,46.52836990356445,6.479754447937012,153458.671875,526431
Morges VD,11,0.55,0.55,11,0.37,0.37,11,0.37,0.37,11,0.275,0.28,46.5123291015625,6.489484786987305,151666.578125,527155.875
Préverenges VD,9,0.45,0.45,25,0.83,0.83,9,0.3,0.3,25,0.625,0.63,46.51538848876953,6.527920722961426,151971.890625,530109.5
Reverolle VD,16,0.8,0.8,35,1.17,1,16,0.53,0.53,35,0.875,0.88,46.54151916503906,6.440283298492432,154958.390625,523421.40625
Romanel-sur-Morges VD,14,0.7,0.7,33,1.1,1,14,0.47,0.47,33,0.825,0.83,46.55552673339844,6.5091233253479,156450.34375,528720
Saint-Prex VD,15,0.75,0.75,18,0.6,0.6,15,0.5,0.5,18,0.45,0.45,46.485206604003906,6.447394847869873,148691.859375,523887.65625
Saint-Saphorin-sur-Morges VD,15,0.75,0.75,27,0.9,0.9,15,0.5,0.5,27,0.675,0.68,,,,
Saint-Sulpice VD,7,0.35,0.35,22,0.73,0.73,7,0.23,0.23,22,0.55,0.55,46.513851165771484,6.558354377746582,151774.046875,532443
Tolochenaz VD,12,0.6,0.6,33,1.1,1,12,0.4,0.4,33,0.825,0.83,46.50117874145508,6.477597236633301,150438.296875,526228.375
Vaux-sur-Morges VD,15,0.75,0.75,29,0.97,0.97,15,0.5,0.5,29,0.725,0.73,46.53765869140625,6.463815212249756,154506.390625,525221
Villars-Sainte-Croix VD,10,0.5,0.5,40,1.33,1,10,0.33,0.33,40,1,1,46.56617736816406,6.561914920806885,157587.78125,532781.375
Villars-sous-Yens VD,13,0.65,0.65,36,1.2,1,13,0.43,0.43,36,0.9,0.9,46.50706100463867,6.429018974304199,151139.28125,522508.0625
Vufflens-le-Château VD,13,0.65,0.65,29,0.97,0.97,13,0.43,0.43,29,0.725,0.73,46.52355194091797,6.470435619354248,152932.015625,525709.4375
Vullierens VD,15,0.75,0.75,34,1.13,1,15,0.5,0.5,34,0.85,0.85,46.57171630859375,6.477324485778809,158279.375,526303.75
Yens VD,17,0.85,0.85,29,0.97,0.97,17,0.57,0.57,29,0.725,0.73,46.52843475341797,6.406036853790283,153538.15625,520775.53125
Boulens VD,16,0.8,0.8,43,1.43,1,16,0.53,0.53,43,1.075,1,46.68022918701172,6.720202445983887,170142.0625,545033.25
Brenles VD,22,1.1,1,40,1.33,1,22,0.73,0.73,50,1.25,1,46.66810607910156,6.856572151184082,168707.78125,555456.5
Bussy-sur-Moudon VD,18,0.9,0.9,45,1.5,1,18,0.6,0.6,45,1.125,1,46.69126892089844,6.810997009277344,171309.796875,551989.5625
Chapelle-sur-Moudon VD,14,0.7,0.7,26,0.87,0.87,14,0.47,0.47,26,0.65,0.65,46.66892623901367,6.7348785400390625,168875.59375,546144.8125
Chavannes-sur-Moudon VD,16,0.8,0.8,41,1.37,1,16,0.53,0.53,41,1.025,1,46.66128158569336,6.818577766418457,167971.65625,552543
Chesalles-sur-Moudon VD,17,0.85,0.85,44,1.47,1,17,0.57,0.57,44,1.1,1,46.67520523071289,6.835187911987305,169509.265625,553826.1875
Correvon VD,18,0.9,0.9,35,1.17,1,19,0.63,0.63,47,1.175,1,46.71588134765625,6.737185478210449,174093.5,546368.125
Cremin VD,21,1.05,1,60,2,1,21,0.7,0.7,60,1.5,1,46.72370910644531,6.8410749435424805,174898,554317.8125
Curtilles VD,19,0.95,0.95,38,1.27,1,19,0.63,0.63,38,0.95,0.95,46.70072937011719,6.850902080535889,172337.59375,555049.875
Denezy VD,20,1,1,48,1.6,1,20,0.67,0.67,48,1.2,1,46.721160888671875,6.783561706542969,174649.65625,549918.75
Dompierre VD,21,1.05,1,35,1.17,1,23,0.77,0.77,55,1.375,1,46.71198272705078,6.881475925445557,173571.34375,557397
Forel-sur-Lucens VD,23,1.15,1,60,2,1,23,0.77,0.77,60,1.5,1,46.72562789916992,6.824514389038086,175120.71875,553053.4375
Hermenches VD,13,0.65,0.65,51,1.7,1,13,0.43,0.43,51,1.275,1,46.63705062866211,6.75395393371582,165319,547573.5
Lovatens VD,23,1.15,1,35,1.17,1,25,0.83,0.83,52,1.3,1,46.690547943115234,6.863424777984619,171198.5625,555999.25
Lucens VD,19,0.95,0.95,38,1.27,1,19,0.63,0.63,38,0.95,0.95,46.708499908447266,6.831369876861572,173212.875,553562.75
Martherenges VD,15,0.75,0.75,22,0.73,0.73,15,0.5,0.5,22,0.55,0.55,46.66116714477539,6.753195285797119,168000.59375,547538.875
Montaubion-Chardonney VD,12,0.6,0.6,43,1.43,1,12,0.4,0.4,43,1.075,1,46.648033142089844,6.714742660522461,166567.234375,544582.5
Moudon VD,14,0.7,0.7,28,0.93,0.93,14,0.47,0.47,28,0.7,0.7,46.67042922973633,6.785669326782227,169008.84375,550032.875
Neyruz-sur-Moudon VD,20,1,1,51,1.7,1,20,0.67,0.67,51,1.275,1,46.697696685791016,6.788009166717529,172038.703125,550237.125
Ogens VD,17,0.85,0.85,46,1.53,1,18,0.6,0.6,46,1.15,1,46.70899963378906,6.724057197570801,173337.53125,545357.375
Oulens-sur-Lucens VD,19,0.95,0.95,48,1.6,1,19,0.63,0.63,48,1.2,1,46.70430374145508,6.808595180511475,172760.265625,551817.5
Peyres-Possens VD,15,0.75,0.75,39,1.3,1,15,0.5,0.5,39,0.975,0.98,46.660194396972656,6.707854747772217,167923.90625,544067.8125
Prévonloup VD,19,0.95,0.95,32,1.07,1,23,0.77,0.77,47,1.175,1,46.69694137573242,6.884902477264404,171897.671875,557647.1875
Rossenges VD,16,0.8,0.8,50,1.67,1,16,0.53,0.53,50,1.25,1,46.65428924560547,6.774930000305176,167221.671875,549195.875
Saint-Cierges VD,16,0.8,0.8,30,1,1,16,0.53,0.53,30,0.75,0.75,46.451499938964844,6.12908935546875,145304.28125,499386.125
Sarzens VD,21,1.05,1,41,1.37,1,21,0.7,0.7,54,1.35,1,46.682228088378906,6.849599361419678,170281.828125,554934.75
Sottens VD,15,0.75,0.75,22,0.73,0.73,15,0.5,0.5,22,0.55,0.55,46.655609130859375,6.742122650146484,167390.171875,546685.9375
Syens VD,12,0.6,0.6,22,0.73,0.73,12,0.4,0.4,22,0.55,0.55,46.64459228515625,6.779750347137451,166140.421875,549555.75
Thierrens VD,18,0.9,0.9,33,1.1,1,18,0.6,0.6,33,0.825,0.83,46.70282745361328,6.756366729736328,172629.5,547822
Villars-le-Comte VD,22,1.1,1,53,1.77,1,22,0.73,0.73,53,1.325,1,46.7144660949707,6.8035569190979,173892.71875,551441.375
Villars-Mendraz VD,11,0.55,0.55,19,0.63,0.63,11,0.37,0.37,19,0.475,0.48,46.647361755371094,6.729132652282715,166482.296875,545683.375
Vucherens VD,12,0.6,0.6,18,0.6,0.6,12,0.4,0.4,18,0.45,0.45,46.627689361572266,6.774578094482422,164264.765625,549143.875
Arnex-sur-Nyon VD,22,1.1,1,31,1.03,1,22,0.73,0.73,31,0.775,0.78,46.372894287109375,6.192586898803711,136487.453125,504125.28125
Arzier VD,27,1.35,1,45,1.5,1,27,0.9,0.9,45,1.125,1,46.49081802368164,6.1335039138793945,149669.015625,499798.0625
Bassins VD,27,1.35,1,42,1.4,1,27,0.9,0.9,42,1.05,1,46.487213134765625,6.191783428192139,149195.1875,504265.6875
Begnins VD,22,1.1,1,42,1.4,1,22,0.73,0.73,42,1.05,1,46.4464225769043,6.2505693435668945,144591,508710.1875
Bogis-Bossey VD,15,0.75,0.75,36,1.2,1,15,0.5,0.5,36,0.9,0.9,46.354713439941406,6.165462017059326,134500.515625,502005.59375
Borex VD,20,1,1,34,1.13,1,20,0.67,0.67,34,0.85,0.85,46.38042449951172,6.1798787117004395,137340.09375,503161.03125
Chavannes-de-Bogis VD,13,0.65,0.65,34,1.13,1,13,0.43,0.43,34,0.85,0.85,46.341087341308594,6.155716896057129,132998.03125,501230.78125
Chavannes-des-Bois VD,19,0.95,0.95,27,0.9,0.9,19,0.63,0.63,27,0.675,0.68,46.3152961730957,6.136116027832031,130156.109375,499674.21875
Chéserex VD,21,1.05,1,37,1.23,1,21,0.7,0.7,37,0.925,0.93,46.410675048828125,6.1482157707214355,140742.25,500780.71875
Coinsins VD,25,1.25,1,35,1.17,1,25,0.83,0.83,35,0.875,0.88,46.42460632324219,6.236543655395508,142182.75,507595.34375
Commugny VD,17,0.85,0.85,19,0.63,0.63,17,0.57,0.57,19,0.475,0.48,46.323612213134766,6.164407253265381,131044.7421875,501868.1875
Coppet VD,17,0.85,0.85,9,0.3,0.3,17,0.57,0.57,9,0.225,0.23,46.32065963745117,6.191976547241211,130682.5234375,503985.9375
Crans-près-Céligny VD,21,1.05,1,33,1.1,1,21,0.7,0.7,33,0.825,0.83,46.36344528198242,6.202329635620117,135425.65625,504858.28125
Crassier VD,17,0.85,0.85,37,1.23,1,17,0.57,0.57,37,0.925,0.93,46.37553405761719,6.1675944328308105,136811.828125,502207.21875
Duillier VD,23,1.15,1,30,1,1,23,0.77,0.77,30,0.75,0.75,46.40914535522461,6.23087739944458,140470.96875,507133.34375
Eysins VD,20,1,1,29,0.97,0.97,20,0.67,0.67,29,0.725,0.73,46.380226135253906,6.203462600708008,137289.171875,504974.875
Founex VD,17,0.85,0.85,24,0.8,0.8,17,0.57,0.57,24,0.6,0.6,46.336143493652344,6.183596134185791,132413.625,503368.125
Genolier VD,23,1.15,1,33,1.1,1,23,0.77,0.77,33,0.825,0.83,46.434349060058594,6.221747875213623,143282.96875,506474.9375
Gingins VD,20,1,1,40,1.33,1,20,0.67,0.67,40,1,1,46.425132751464844,6.1543755531311035,142341.328125,501280.65625
Givrins VD,25,1.25,1,31,1.03,1,25,0.83,0.83,31,0.775,0.78,46.43306350708008,6.194341659545898,143173.40625,504366.53125
Gland VD,21,1.05,1,20,0.67,0.67,21,0.7,0.7,20,0.5,0.5,46.417396545410156,6.274369239807129,141337.25,510490.875
Grens VD,20,1,1,33,1.1,1,20,0.67,0.67,33,0.825,0.83,46.396541595458984,6.192976474761963,139115.5625,504197.0625
Mies VD,13,0.65,0.65,18,0.6,0.6,13,0.43,0.43,18,0.45,0.45,46.30357360839844,6.162771701812744,128819.5,501705.9375
Nyon VD,23,1.15,1,14,0.47,0.47,23,0.77,0.77,14,0.35,0.35,46.3865852355957,6.231557846069336,137962.59375,507147.03125
Prangins VD,23,1.15,1,33,1.1,1,23,0.77,0.77,33,0.825,0.83,46.40168380737305,6.256178379058838,139611.859375,509066.09375
La Rippe VD,20,1,1,39,1.3,1,20,0.67,0.67,39,0.975,0.98,46.40482711791992,6.1199212074279785,140128.4375,498594.46875
Saint-Cergue VD,29,1.45,1,62,2.07,1,29,0.97,0.97,62,1.55,1,46.451499938964844,6.12908935546875,145304.28125,499386.125
Signy-Avenex VD,22,1.1,1,30,1,1,22,0.73,0.73,30,0.75,0.75,46.39262390136719,6.204460620880127,138666.3125,505073.34375
Tannay VD,15,0.75,0.75,19,0.63,0.63,15,0.5,0.5,19,0.475,0.48,46.31103515625,6.172187328338623,129637.046875,502444.6875
Trélex VD,20,1,1,28,0.93,0.93,20,0.67,0.67,28,0.7,0.7,46.42052459716797,6.195674896240234,141778.09375,504446.84375
Le Vaud VD,26,1.3,1,55,1.83,1,26,0.87,0.87,55,1.375,1,46.47996520996094,6.233913898468018,148338.859375,507487.875
