Name,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel
"Frauenfeld, Weinacker",710.568,267.997,400,Bus
"Frauenfeld, Wellauer",711.199,269.659,393,Bus
"Frauenfeld, Wellhauserweg",710.764,269.077,400,Bus
"Frauenfeld, Westfeld",708.61,268.33,400,Bus
"Frauenfeld, Wiesrain",710.818,268.066,400,Bus
"Frauenfeld, Wydenstrasse",709.83,269.026,400,Bus
"Frauenfeld, Zielweg",710.488,268.901,400,Bus
"Frauenkappelen, Chrummacher",591.961,200.41,606,Bus
"Frauenkappelen, Chrüzhubel",592.227,199.815,611,Bus
"Frauenkappelen, Hübeli",593.358,200.104,597,Bus
"Frauenkappelen, Längägerten",590.561,200.299,639,Bus
"Frauenkappelen, Post",592.389,200.339,601,Bus
"Fregiécourt, place La Baroche",581.874,251.385,528,Bus
Freibergen,679.136,209.303,1025,Zahnradbahn
Freiburg (Breisgau) Hbf,630.06,316.468,278,Zug
"Freidorf TG, Kreuzegg",747.739,260.904,545,Bus
Freienbach SBB,699.818,229.323,410,Zug
Freienbach SOB,700.065,228.982,415,Zug
"Freienbach, alte Post",699.837,229.254,417,Bus
"Freienbach, Bahnhof SOB",700.04,228.98,415,Bus
"Freienbach, Bezirksschule",699.68,228.87,425,Bus
"Freienbach, Chrummen",699.548,228.667,426,Bus
"Freienbach, Gehren",699.9,228.9,410,Bus
"Freienbach, Grütze",700.42,228.96,410,Bus
"Freienbach, Kirche",700.088,229.123,412,Bus
"Freienbach, Leutschen",699.605,228.954,430,Bus
"Freienbach, Obstgarten",698.96,229.12,410,Bus
"Freienbach, Oechsli",699.643,229.168,423,Bus
"Freienbach, Seeberg",699.41,229.22,412,Bus
"Freienbach, Stationsweg",699.61,229.27,417,Bus
"Freienstein, Breite",686.05,265.55,370,Bus
"Freienstein, Friedhof Federen",685.35,266.27,370,Bus
"Freienstein, Post",686.025,265.05,380,Bus
"Freienwil, Dorf",667.024,261.765,457,Bus
"Frenières-sur-Bex, bif.",571.572,123.242,868,Bus
Frenkendorf-Füllinsdorf,621.132,261.227,311,Zug
"Frenkendorf-Füllinsdorf,Bahnho",621.138,261.268,310,Bus
"Frenkendorf, Bächliacker",620.927,261.064,324,Bus
"Frenkendorf, Dorfplatz",620.826,261.395,329,Bus
"Frenkendorf, Friedhof",620.91,262.162,312,Bus
"Frenkendorf, Mühlacker",621.122,260.99,313,Bus
"Frenkendorf, Schule Egg",620.903,261.827,328,Bus
"Fresens, bas du village",547.117,193.088,615,Bus
"Fresens, haut du village",547.085,193.439,630,Bus
"Fresens, village",547.345,193.261,621,Bus
Freudenberg,676.882,222.706,433,(Zug)
"Freudwil, Feld",697.306,248.331,529,Bus
"Freudwil, Im Dörfli",697.85,247.914,541,Bus
Fribourg Nord,578.245,184.545,618,(Zug)
Fribourg-Neuveville,578.584,183.648,550,Standseilbahn
Fribourg/Freiburg,578.045,183.608,610,Zug
Fribourg/Freiburg Poya,578.386,184.878,609,Zug
"Fribourg, cimetière",578.509,185.287,601,Bus
"Fribourg, gare",577.993,183.64,629,Bus
"Fribourg, gare CFF",578.088,183.575,623,Bus
"Fribourg, Arsent",579.531,184.04,630,Bus
"Fribourg, Auge Sous-Pont",579.243,184.002,543,Bus
"Fribourg, Beaumont",577.595,182.753,647,Bus
"Fribourg, Beaumont-Centre",577.347,182.821,652,Bus
"Fribourg, Beaumont-Est",577.474,182.818,650,Bus
"Fribourg, Beauregard",577.733,183.481,639,Bus
"Fribourg, Bellevue",579.643,184.456,618,Bus
"Fribourg, Bertigny",576.935,183.252,683,Bus
"Fribourg, Bethléem",577.516,183.401,648,Bus
"Fribourg, Bonnesfontaines",577.553,184.698,668,Bus
"Fribourg, Boschung",579.578,184.51,617,Bus
"Fribourg, Bourg",579.016,183.892,585,Bus
"Fribourg, Bourgknecht",578.014,184.593,641,Bus
"Fribourg, Butte",577.946,182.543,640,Bus
"Fribourg, Capucins",578.58,184.4,586,Bus
"Fribourg, Châtelet",577.657,182.852,642,Bus
"Fribourg, Chaley",579.916,183.918,655,Bus
"Fribourg, Champ-des-Fontaines",577.396,184.255,655,Bus
"Fribourg, Champ-Fleuri",577.234,184.296,650,Bus
"Fribourg, Champriond",577.359,182.635,659,Bus
"Fribourg, Chancellerie",579.019,183.929,584,Bus
"Fribourg, Charmettes",578.525,182.637,628,Bus
"Fribourg, Cité-Jardins",579.53,184.27,625,Bus
"Fribourg, Cité-Levant",577.845,184.73,660,Bus
"Fribourg, Eglise-St-Jean",578.94,183.567,547,Bus
"Fribourg, Fries",578.133,183.308,622,Bus
"Fribourg, Gambach",578.048,183.961,639,Bus
"Fribourg, Guintzet",577.214,183.857,690,Bus
"Fribourg, Guisan",577.848,184.5,644,Bus
"Fribourg, Heitera",580.606,184.379,677,Bus
"Fribourg, Industrie",578.37,182.837,623,Bus
"Fribourg, J. Vogt",578.199,183.1,622,Bus
"Fribourg, Jardin botanique",578.318,182.482,633,Bus
"Fribourg, Jura Chassotte",577.162,184.456,645,Bus
"Fribourg, Karrweg",579.249,183.482,539,Bus
"Fribourg, Kessler",579.745,184.584,622,Bus
"Fribourg, Le Bois",578.068,182.522,637,Bus
"Fribourg, Midi",577.831,183.314,631,Bus
"Fribourg, Miséricorde",578.034,184.222,638,Bus
"Fribourg, Mon-Repos",579.689,183.97,638,Bus
"Fribourg, Musy 24",580.027,184.269,649,Bus
"Fribourg, Musy 4",579.896,184.097,654,Bus
"Fribourg, Neuveville",578.777,183.72,545,Bus
"Fribourg, Niquille",580.099,183.107,660,Bus
"Fribourg, Palme",579.446,183.756,537,Bus
"Fribourg, Passage du Cardinal",577.729,183.104,634,Bus
"Fribourg, Pertuis",578.6,183.623,549,Bus
"Fribourg, Petit-St-Jean",579.346,183.635,538,Bus
"Fribourg, Pisciculture",578.74,182.37,633,Bus
"Fribourg, Place Georges Python",578.4,183.777,614,Bus
"Fribourg, Planche-Inférieure",579.148,183.55,539,Bus
"Fribourg, Plateau-de-Pérolles",578.629,182.503,632,Bus
"Fribourg, Ploetscha",579.749,184.734,626,Bus
"Fribourg, Pont-Zaehringen",579.36,184.067,582,Bus
"Fribourg, Porte-de-Berne",579.315,183.918,542,Bus
"Fribourg, Poya",578.415,184.949,605,Bus
"Fribourg, Route-de-Tavel",579.702,184.485,620,Bus
"Fribourg, Rte de la Glâne",577.456,182.488,658,Bus
"Fribourg, Schönberg Dunant",580.134,183.901,683,Bus
"Fribourg, St-Pierre",578.383,183.684,615,Bus
"Fribourg, Stade-Patinoire",578.369,185.211,602,Bus
"Fribourg, Stadtberg",579.322,184.47,604,Bus
"Fribourg, Ste-Thérèse",577.838,184.295,641,Bus
"Fribourg, Tilleul",578.842,183.924,587,Bus
"Fribourg, Tivoli",578.097,183.708,630,Bus
"Fribourg, Université",578.198,184.031,631,Bus
"Fribourg, Veveyse",577.226,182.685,664,Bus
"Fribourg, Vieux-Chênes",580.03,184.43,641,Bus
"Fribourg, Vignettaz-Daler",577.258,183.287,666,Bus
"Fribourg, Villa-Beau-Site",577.883,182.404,642,Bus
"Fribourg, Vuille",577.685,184.297,642,Bus
"Fribourg, Windig",579.8,185.02,635,Bus
Frick,643.277,262.002,360,Zug
"Frick, Abzw. Ittenthal",645.023,263.448,464,Bus
"Frick, Bänihübel",644.788,261.419,360,Bus
"Frick, Bahnhof",643.27,261.941,360,Bus
"Frick, Ebnet",643.267,261.598,351,Bus
"Frick, Firma Müller",643.806,261.755,352,Bus
"Frick, Neumatt",644.035,262.233,344,Bus
"Frick, Oberdorf",644.333,261.679,360,Bus
"Frick, Unterdorf",643.751,262.103,343,Bus
Friedrichshafen Autoquai,753.521,279.55,400,Schiff
Friedrichshafen Flughafen,756.579,282.256,415,Zug
Friedrichshafen Hafen,753.557,279.849,400,Schiff
Friedrichshafen Mitte See,0,0,0,(Tarifpunkt)
Friedrichshafen Stadt,752.868,280.054,400,Zug
"Frienisberg, Elemoos",591.316,208.124,665,Bus
"Frienisberg, Pflegeheim",591.729,208.365,669,Bus
"Frieswil, Dorf",588.439,204.886,674,Bus
"Friltschen, Dorf",723.95,266.625,525,Bus
Frinvillier-Taubenloch,586.269,224.292,555,Zug
"Frinvillier, bif sur Vauffelin",586.52,224.245,575,Bus
"Frinvillier, bif. sur Bienne",585.735,223.964,550,Bus
"Frinvillier, gare",586.371,224.255,561,Bus
"Frinvillier, village",586.08,224.254,554,Bus
"Froideville, croisée",541.825,161.39,820,Bus
"Froideville, village",541.581,161.247,820,Bus
"Froideville, Bas-du-Caraset",542.25,161.7,810,Bus
"Froideville, Champ-de-la-Croix",541.16,161.099,820,Bus
"Froideville, Laiterie",542.06,161.375,806,Bus
"Fronalp (GL), Unter Stafel",725.51,214.66,1389,Bus
Fronalpstock,691.223,202.754,1735,Luftseilbahn
"Fruthwilen, Eggishof",722.15,279.275,580,Bus
"Fruthwilen, Oberfruthwilen",722.158,279.849,546,Bus
"Fruthwilen, Schreinerei",722.373,280.302,507,Bus
Frutigen,616.321,159.745,779,Zug
"Frutigen, Achere",616.514,157.857,791,Bus
"Frutigen, Alte Mühle",615.913,159.598,788,Bus
"Frutigen, Ausser Rohrbach",612.96,155.98,935,Bus
"Frutigen, Bahnhof",616.29,159.772,783,Bus
"Frutigen, Chriesbaum",614.922,158.7,877,Bus
"Frutigen, Gantengraben",614.247,157.706,892,Bus
"Frutigen, Heilsarmee",616.213,159.248,791,Bus
"Frutigen, Hohstalden",613.65,156.634,923,Bus
"Frutigen, Innerbräschgen",615.009,158.998,872,Bus
"Frutigen, Ischlag",616.13,160.007,790,Bus
"Frutigen, Landi",616.675,159.67,786,Bus
"Frutigen, Marktplatz",615.757,159.556,812,Bus
"Frutigen, Meise",613.288,156.348,931,Bus
"Frutigen, Ried",614.04,157.304,894,Bus
"Frutigen, Rohrbach",612.576,155.405,980,Bus
"Frutigen, Rustica",616.296,160.381,790,Bus
"Frutigen, Rybrügg",616.409,158.156,785,Bus
"Frutigen, Spital",615.502,159.264,840,Bus
"Frutigen, Tellenfeld",616.323,158.861,785,Bus
"Frutigen, Tropenhaus",616.48,160.125,783,Bus
"Frutigen, Verkehrsbüro",615.869,159.715,804,Bus
"Frutigen, Widi",616.027,159.424,786,Bus
"Frutigen, Winklen",616.731,161.042,764,Bus
"Frutigen, Zrydsbrügg",616.731,157.246,800,Bus
Fruttli,681.042,210.257,1150,Zahnradbahn
Frümsen (Luftseilbahn),753.806,234.967,500,Luftseilbahn
"Frümsen, Frol",754.522,235.065,451,Bus
"Frümsen, Holengass",754.114,234.792,450,Bus
"Frümsen, Rathaus",753.951,234.618,447,Bus
"Frümsen, Schäfli",753.35,233.9,456,Bus
"Frümsen, Stig",753.437,234.159,450,Bus
Ftan Baraigla,815.233,185.699,1335,Zug
Ftan Fionas,814.277,186.47,1678,Luftseilbahn
"Ftan, cumün",814.377,186.252,1633,Bus
"Ftan, Baraigla",815.813,186.066,1402,Bus
"Ftan, Putschigls",816.388,186.225,1353,Bus
"Fuchsenried, Mühlebergwerk",587.82,201.693,550,Bus
Fuchsenwinkel,772.575,201.67,705,(Zug)
"Fuldera, cumün",824.728,166.088,1633,Bus
"Fuldera, d'Aint",824.499,166.355,1636,Bus
"Fuldera, Furom",825.302,165.889,1603,Bus
"Fulenbach, Aaretränke",630.722,237.621,422,Bus
"Fulenbach, Altes Schulhaus",629.977,236.145,424,Bus
"Fulenbach, Boningerstrasse",630.32,236.734,435,Bus
"Fulenbach, Höchi",630.114,236.394,430,Bus
"Fulenbach, Oberdorf",629.655,235.965,427,Bus
"Fulenbach, Wolfwilerstrasse",629.256,235.86,430,Bus
"Full, Fähre",658.351,274.504,316,Bus
"Full, Militärmuseum",656.785,273.439,312,Bus
"Full, Mitte",657.937,274.297,316,Bus
"Full, Schulweg",657.516,274.265,316,Bus
"Fully, poste",575.069,109.53,464,Bus
"Fully, Creppier",575.385,109.898,463,Bus
"Fully, La Forêt",574.661,109.203,464,Bus
"Fully, Le Carroz",573.885,108.821,467,Bus
"Fully, Le Chenil",578.187,111.722,466,Bus
"Fully, Londzet",573.596,108.737,467,Bus
"Fully, Pont de la Louye",574.274,108.961,470,Bus
"Fully, Stade de Charnot",574.815,109.3,461,Bus
"Fully, Verdan",575.604,110.122,461,Bus
"Fultigen, Abzw.",600.788,185.729,942,Bus
Fuorns (Medel),707.97,166.42,1454,Bus
Furet (bif),497.888,118.341,409,(Zug)
Furgg,0,0,0,Luftseilbahn
Furggstalden,640.59,104.373,1905,Luftseilbahn
Furggulti,655.65,144.909,2558,Luftseilbahn
Furi,622.731,94.471,1861,Luftseilbahn
Furka DFB,675.875,158.804,2160,Zug
Furka Passhöhe,674.859,158.406,2430,Bus
"Furkapass, Hotel Furkablick",675.35,158.8,2431,Bus
Furna,772.842,201.244,715,Zug
"Furna, Abzw. Hasenhaus",770.641,200.825,1322,Bus
"Furna, Abzw. Platta",770.661,200.976,1309,Bus
"Furna, Gärbi",770.153,200.003,1388,Bus
"Furna, Hinterberg",769.439,199.503,1404,Bus
"Furna, Kirche",770.545,200.851,1349,Bus
"Furna, Post",770.362,200.667,1364,Bus
"Furna, Rasitsch",770.138,200.381,1372,Bus
Furt,750.718,207.617,1523,Luftseilbahn
Furtschellas,780.251,143.91,2312,Luftseilbahn
"Fusio, Paese",694.089,144.323,1265,Bus
"Fuyens, laiterie",564.118,173.791,698,Bus
"Fuyens, Ferme Mauron",564.425,173.525,686,Bus
"Füllinsdorf, Ebene",621.288,261.822,303,Bus
"Füllinsdorf, Friedhofweg",621.928,261.786,323,Bus
"Füllinsdorf, Giebenacherstr.",621.998,262.042,363,Bus
"Füllinsdorf, Kittler",621.221,262.416,293,Bus
"Füllinsdorf, Mühlematt",621.692,261.714,293,Bus
"Füllinsdorf, Niederschönthal",621.655,261.3,294,Bus
"Füllinsdorf, Obere Hofackerstr",622.264,261.699,377,Bus
"Füllinsdorf, Rössliplatz",621.961,261.685,329,Bus
"Füllinsdorf, Schönthal",621.335,261.373,300,Bus
Fürenalp,678.598,183.845,1850,Luftseilbahn
Fürgangen LFüB,654.874,140.314,1254,Luftseilbahn
Fürgangen-Bellwald Talstation,654.874,140.31,1202,Zug
"Fürgangen, Abzw. Bahnhof",654.788,140.18,1202,Bus
"Fürstenau, Dorf",753.646,176.265,656,Bus
"Fürstenau, Fürstenaubruck",753.794,175.632,667,Bus
"Fürstenau, Schloss",753.51,176.41,656,Bus
"Gächlingen, Dorf",679.519,284.057,450,Bus
"Gächlingen, Höfe",679.552,285.57,450,Bus
"Gächlingen, Siblingerstrasse",679.957,284.364,450,Bus
"Gächliwil, alte Post",601.247,219.455,614,Bus
"Gächliwil, Wendeplatz",600.731,219.756,595,Bus
"Gähwil, Chromen",718.94,250.95,721,Bus
"Gähwil, Dorf",718.065,250.817,743,Bus
"Gähwil, Schmid Garage",718.36,250.8,732,Bus
"Gähwil, Waldwies",719.325,250.89,724,Bus
Gänsbrunnen,602.01,234.951,719,Zug
"Gänsbrunnen, Bahnhof",602.007,234.975,719,Bus
"Gänsbrunnen, Hasenmattweg",603.64,235.178,739,Bus
"Gänsbrunnen, St. Josef",602.238,234.641,735,Bus
"Gänsbrunnen, Wirtshof",603.016,234.895,763,Bus
Gabelhorn,0,0,0,Luftseilbahn
Gabi (Simplon),649.007,115.01,1228,Bus
"Gachnang, Bätelhusen",706.15,268.35,450,Bus
"Gachnang, Dorf",706.5,266.3,440,Bus
"Gachnang, Hofen",707.102,266.616,470,Bus
"Gachnang, Kath. Kirche",706.119,266.607,438,Bus
"Gachnang, Mesenriet",707.532,267.809,417,Bus
"Gachnang, Oberwilerstrasse",706.631,266.347,456,Bus
"Gachnang, Sandbühl",707.174,267.726,422,Bus
"Gachnang, Trotte",706.41,266.383,447,Bus
Gadastatt,731.22,163.07,1818,Luftseilbahn
Gadenstätt,779.356,201.574,1277,Bus
"Gadmen, Feldmoos",672.766,176.954,1640,Bus
"Gadmen, Fuhren",668.296,175.721,1147,Bus
"Gadmen, Hopflauenen",664.227,174.204,865,Bus
"Gadmen, Obermaad",670.494,176.773,1210,Bus
"Gadmen, Post",669.795,176.682,1202,Bus
"Gadmen, Saageli",672.17,176.494,1365,Bus
"Gadmen, Schwendibrücke",667.255,175.092,1073,Bus
"Gadmen, Tällibahn",668.765,176.054,1170,Bus
Gaffia,0,0,0,Luftseilbahn
Gaflei,759.717,223.416,1483,Bus
"Gaflei, Matu",759.695,223.023,953,Bus
Gaggiolo,714.08,77.29,383,(Zug)
Gaggiolo Confine,714.54,77.4,385,(Zug)
"Gaggiolo, Bivio (I)",714.34,77.477,379,Bus
"Gaggiolo, Confine (I)",714.764,77.753,380,Bus
"Gaggiolo, Italia (I)",714.554,77.687,382,Bus
"Gaggiolo, Via Lugano (I)",714.281,76.944,377,Bus
Gagnone-Orcesco,675.785,109.015,825,Zug
Gaienhofen,715.91,282.119,400,Schiff
"Gailingen, Löwen",698.513,283.869,452,"(Bus, ? in Abklärung)"
"Gailingen, Ramsenerstrasse",698.855,283.736,460,Bus
"Gailingen, Rheinbrücke",698.513,283.134,397,Bus
"Gailingen, Schule",698.67,283.524,445,Bus
"Gaillard, La Tour",505.411,116.293,430,Bus
"Gaillard, Marché",505.081,116.354,430,Bus
Gais,752.021,247.513,919,Zug
Galenstock (Furka),679.775,160.35,2010,Bus
Galgenbühl (Agl),595.368,157.68,910,(Zug)
"Galgenen, Diga",708.233,227.033,424,Bus
"Galgenen, Hornbach",709.188,226.57,428,Bus
"Galgenen, Kirche",708.856,226.731,425,Bus
Galmiz,578.271,200.016,437,Zug
"Galmiz, Käserei",578.499,199.721,440,Bus
"Gals, Bethlehem",569.807,208.108,447,Bus
"Gals, Dorf",570.665,208.809,443,Bus
"Gals, Gemeindehaus",570.388,208.545,448,Bus
"Gals, Neuhaus",572.202,209.935,435,Bus
"Gammen, Gammenrain",584.079,196.883,509,Bus
"Gammen, Schulhaus",583.854,196.597,528,Bus
Gammenthal,622.745,209.357,682,Zug
Gampel LGJ,623.158,129.388,640,Luftseilbahn
Gampel-Steg,623.8,128.392,632,Zug
"Gampel-Steg, Bahnhof",623.786,128.387,632,Bus
"Gampel, Burketen",621.26,129.044,634,Bus
"Gampel, Dorf",623.575,129.299,634,Bus
"Gampel, Schulhaus",623.348,129.352,635,Bus
"Gampel, Talstation LGJ",623.16,129.378,636,Bus
"Gampel, Zentrum",623.508,129.318,633,Bus
Gampelen,570.937,206.55,433,Zug
"Gampelen, Dorf",571.16,207.15,436,Bus
"Gampelen, Gürle",571.879,207.19,438,Bus
"Gampelen, West",570.317,207.447,435,Bus
Gampinen,616.705,128.105,631,Bus
"Gampinen, Kreuzung Agarn",616.961,127.696,629,Bus
Gamplüt,744.302,230.874,1357,Luftseilbahn
"Gamprin, Abzw. Badäl-Schlatt",757.57,233.222,421,Bus
"Gamprin, Badäl",757.349,233.345,421,Bus
"Gamprin, Bühl",757.238,232.09,421,Bus
"Gamprin, Gemeindehaus",756.918,231.761,421,Bus
"Gamprin, Grossabünt",756.375,231.557,441,Bus
"Gamprin, Haldenstrasse",756.631,231.46,448,Bus
"Gamprin, Jedergass",756.943,232.647,441,Bus
"Gamprin, Michel-Oehri",757.672,232.356,520,Bus
"Gamprin, Mühlegass",756.525,232.188,441,Bus
"Gamprin, Oberbühl Waldeck",757.5,232.275,441,Bus
"Gamprin, Simmasguet",757.427,232.91,441,Bus
"Gamprin, Stelzagass",756.703,231.541,444,Bus
"Gamprin, Unterbühl",757.308,232.467,441,Bus
"Gamprin, Waldeck",757.479,232.237,441,Bus
"Gams, Chrezibach",751.008,229.779,630,Bus
"Gams, Gamschol",752.175,231.375,481,Bus
"Gams, Gasenzen",752.25,230.825,487,Bus
"Gams, Golfplatz",754.554,230.616,440,Bus
"Gams, Karmaad",752.66,230.228,457,Bus
"Gams, Post",751.805,230.023,476,Bus
"Gams, Schulhaus Höfli",751.891,230.385,481,Bus
"Gams, Schutzgunten",749.021,229.059,791,Bus
"Gams, Simmirank",751.022,229.117,563,Bus
"Gams, Widen",751.871,229.578,473,Bus
Gamsalp,744.09,226.382,1761,Luftseilbahn
"Gamsen, Crazy Palace",640.175,128.358,655,Bus
"Gamsen, Dorf",639.688,128.333,664,Bus
"Gamsen, Explosifs",639.409,127.703,724,Bus
"Gamsen, Gewerbez. Olympica",640.265,128.528,662,Bus
"Gamsen, Kantonsstrasse",639.64,128.425,660,Bus
"Gamsen, Landmauer",639.311,128.264,660,Bus
Gamsensand,638.852,128.277,660,(Zug)
Gandegg,624.567,141.62,2721,Luftseilbahn
Gandria Confine,722.451,97.176,274,Schiff
Gandria SNL,721.251,96.097,274,Schiff
"Gandria, Dogana",722.397,97.166,279,Bus
"Gandria, Paese",721.852,96.775,348,Bus
"Gandria, Strada",721.114,96.148,339,Bus
"Gansingen, Dorfplatz",652.351,266.053,384,Bus
"Gansingen, Oberbüren",652.732,264.721,426,Bus
"Gansingen, Oberdorf",652.491,265.794,393,Bus
"Gansingen, Unterbüren",652.633,265.232,408,Bus
"Ganterschwil, Grund",724.571,249.226,601,Bus
"Ganterschwil, Hirschen",724.429,248.909,600,Bus
"Ganterschwil, Oetschwilerstr.",724.27,248.631,587,Bus
"Ganterschwil, Post",724.763,249.14,610,Bus
"Garaverio, Paese",715.061,90.812,303,Bus
Gasel,597.109,194.426,650,Zug
"Gasel, Bahnhof",597.121,194.433,650,Bus
"Gasenried, Chäschermatte",629.822,114.718,1585,Bus
"Gasenried, Erbji",630.077,114.683,1640,Bus
"Gasenried, Hubeln",629.801,115.195,1520,Bus
"Gasenried, Post",629.816,114.361,1659,Bus
Gatschieferspitz (B),790.525,189.664,1320,(Zug)
"Gattikon, Gattikerhof",683.775,237.5,435,Bus
"Gattikon, Gattikerhöhe",684.461,237.802,435,Bus
"Gattikon, Obstgarten",684.16,237.689,510,Bus
Gautier,0,0,0,Luftseilbahn
"Gebenstorf, alte Post",660.033,259.167,342,Bus
"Gebenstorf, Alter Löwen",660.481,259.414,350,Bus
"Gebenstorf, Cherne",660.506,259.15,373,Bus
"Gebenstorf, Gemeindehaus",660.731,259.991,350,Bus
"Gebenstorf, Reuss",659.787,259.048,350,Bus
"Gebenstorf, Rieden",660.151,259.081,372,Bus
"Gebenstorf, Vogelsang",660.561,260.568,350,Bus
"Gebenstorf, Waldheim",660.902,260.191,360,Bus
"Gebertingen, Abzw.Schulstrasse",718.711,234.649,722,Bus
"Gebertingen, Freudwil",719.37,234.46,749,Bus
"Gebertingen, Frohe Aussicht",718.381,234.676,696,Bus
"Gebertingen, Schulhaus",718.709,234.637,701,Bus
"Geienberg, Abzw. Eggethof",735.95,271.55,525,Bus
Geimen,642.009,132.615,1049,Bus
"Geissholz, Dorf",658.736,173.581,779,Bus
"Geissholz, Hori",658.364,173.514,796,Bus
"Geisslingen, Bürgerhaus",671.514,274.81,384,Bus
"Geisslingen, Klettgauer Hof",671.874,274.734,385,Bus
Gelfingen,662.585,229.509,469,Zug
Gellert,613.31,266.514,266,(Zug)
"Gelterfingen, Dorf",605.847,187.688,557,Bus
"Gelterfingen, Schulhaus",606.411,187.653,605,Bus
Gelterkinden,630.839,257.314,403,Zug
"Gelterkinden, obere Mühle",631.5,257.364,399,Bus
"Gelterkinden, Bahnhof",630.91,257.332,400,Bus
"Gelterkinden, Bleichiweg",631.8,256.7,419,Bus
"Gelterkinden, Maloya",632.009,257.66,409,Bus
"Gelterkinden, Mühlestett",631.073,257.667,407,Bus
"Gelterkinden, Post",631.289,257.299,398,Bus
"Gelterkinden, Rickenbacherstr.",631.1,257.35,403,Bus
"Gelterkinden, Rohrbachweg",630.866,257.198,391,Bus
"Gelterkinden, Rünenbergerbr.",631.604,257.034,405,Bus
"Gelterkinden, Schwimmbad",632.225,256.605,411,Bus
"Geltwil, Dorf",666.969,233.544,683,Bus
"Geltwil, Isenbergschwil",667.805,233.291,591,Bus
"Geltwil, Schulhaus",667.359,233.582,634,Bus
Gemmipass,613.662,138.53,2348,Luftseilbahn
"Gempen, Dorf",616.604,258.399,678,Bus
"Gempen, Sonnhalde",616.993,258.451,705,Bus
"Gempen, Steinacker",616.544,258.023,668,Bus
"Gempenach, Dorf",581.58,198.839,504,Bus
"Gempenach, Schoren",581.442,199.077,519,Bus
Gemsstock,689.879,161.889,2955,Luftseilbahn
Genève,499.969,118.467,391,Zug
Genève faisceau B,500.12,119.084,392,(Zug)
Genève faisceau C,500.196,119.085,391,(Zug)
Genève Montbrillant,499.999,119.014,393,(Zug)
Genève Poste 1,500.131,119.284,392,(Zug)
Genève-Aéroport,497.66,120.988,424,Zug
Genève-Aéroport (cul-de-sac),497.958,121.287,411,(Zug)
Genève-De-Châteaubriand (lac),500.8,119.5,372,Schiff
Genève-Eaux-Vives,501.815,117.463,385,(Zug)
Genève-Eaux-Vives CGN,501.493,118.327,373,Schiff
"Genève-Eaux-Vives, gare",501.765,117.384,403,Bus
Genève-Jardin-Anglais,500.915,117.919,373,Schiff
Genève-La-Praille,498.625,115.476,384,Zug
Genève-La-Praille (bif),498.562,114.985,385,(Zug)
Genève-La-Praille (cul-de-sac),499.053,115.788,379,(Zug)
Genève-Molard,500.4,117.8,372,Schiff
Genève-Mont-Blanc,500.463,118.123,373,Schiff
Genève-Pâquis,500.626,118.289,373,Schiff
Genève-Pâquis SMGN,500.6,118.3,372,Schiff
Genève-Plage,502.08,118.553,373,Schiff
Genève-Quai des Moulins,499.1,117.7,372,Schiff
Genève-Quai Gustave Ador,501,117.9,372,Schiff
Genève-Sécheron,500.154,119.824,390,Zug
Genève-Stade,498.643,114.766,386,Zug
"Genève, plage",502.281,118.583,372,Bus
"Genève, poste",499.88,118.772,397,Bus
"Genève, Aéroport (TPG)",497.514,120.808,422,Bus
"Genève, Acacias",499.616,116.52,373,Tram
"Genève, Albert-Gros",500.875,115.99,420,Bus
"Genève, Alpes",500.332,118.33,377,Bus
"Genève, Amandolier",501.897,117.302,410,Tram
"Genève, Appia",499.597,120.325,430,Bus
"Genève, Athénée",500.446,117.12,383,Bus
"Genève, Augustins",500.055,116.424,376,Tram
"Genève, Baillive",499.373,117.184,374,Bus
"Genève, Bains",499.571,117.311,375,Bus
"Genève, Bartholoni",499.949,117.374,377,Bus
"Genève, Baulacre",499.731,119.167,404,Bus
"Genève, Beau-Séjour",500.514,116.074,398,Bus
"Genève, Bel-Air",500.005,117.858,375,Tram
"Genève, Blanche",499.975,116.09,378,Tram
"Genève, Bois-Gentil",501.36,117.058,405,Bus
"Genève, Bouchet",498.1,119.19,429,Tram
"Genève, Bourg-de-Four",500.426,117.342,384,Bus
"Genève, Bout-du-Monde",501.064,115.3,387,Bus
"Genève, Bovy-Lysberg",499.986,117.599,378,Bus
"Genève, Butini",500.402,119.186,385,Tram
"Genève, BIT",499.423,120.729,438,Bus
"Genève, Calas",500.705,116.204,411,Bus
"Genève, Camille-Martin",498.077,118.062,419,Bus
"Genève, Canonnière",499.326,118.992,407,Bus
"Genève, Cathédrale",500.367,117.489,385,Bus
"Genève, Ch. des Sports",497.782,117.967,422,(Bus) doublon avec: 95018
"Genève, Chantepoulet",500.05,118.238,381,Bus
"Genève, Charmilles",498.789,118.221,413,Bus
"Genève, Cirque",499.8,117.408,375,Tram
"Genève, Claparède",500.581,116.845,394,Bus
"Genève, Clinique Générale",501.395,116.199,418,Bus
"Genève, Collège de Sécheron",500.333,119.274,386,(Bus) arrêt scolaire
"Genève, Collège Rousseau",498.335,119.382,435,Bus
"Genève, Colladon",498.527,119.925,446,Bus
"Genève, Concorde",497.782,117.967,422,Bus
"Genève, Contamines",501.007,116.875,404,Bus
"Genève, Contrat-Social",498.421,118.071,415,Bus
"Genève, Cornavin",500.094,118.432,382,Tram
"Genève, Coutance",499.91,118.106,381,Tram
