Name,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel
"Villars-sur-Glâne, église",575.305,182.343,661,Bus
"Villars-sur-Glâne, gare",575.532,182.101,635,Bus
"Villars-sur-Glâne, Belle-Croix",576.005,183.094,704,Bus
"Villars-sur-Glâne, Berra",576.591,182.252,669,Bus
"Villars-sur-Glâne, Blés-d'Or",576.43,182.25,664,Bus
"Villars-sur-Glâne, Chênes",577.045,182.598,683,Bus
"Villars-sur-Glâne, Cormanon",576.805,182.523,687,Bus
"Villars-sur-Glâne, Coulat",576.35,182.417,673,Bus
"Villars-sur-Glâne, Daillettes",576.98,182.153,656,Bus
"Villars-sur-Glâne, Derrey",577.143,182.441,683,Bus
"Villars-sur-Glâne, Fenetta",576.319,182.548,679,Bus
"Villars-sur-Glâne, Hôp. cant.",576.948,183.452,700,Bus
"Villars-sur-Glâne, La Glâne",576.234,181.732,618,Bus
"Villars-sur-Glâne, Le Moléson",577.196,182.226,660,Bus
"Villars-sur-Glâne, Les Dailles",574.687,182.628,671,Bus
"Villars-sur-Glâne, Méridienne",575.056,182.632,667,Bus
"Villars-sur-Glâne, Marteray",577.149,182.318,668,Bus
"Villars-sur-Glâne, Martinets",576.939,182.285,665,Bus
"Villars-sur-Glâne, Moncor",575.703,183.023,708,Bus
"Villars-sur-Glâne, Nuithonie",576.687,182.674,680,Bus
"Villars-sur-Glâne, Planafaye",576.664,182.012,645,Bus
"Villars-sur-Glâne, Rochettes",575.461,182.685,682,Bus
"Villars-sur-Glâne, Rte Soleil",575.438,182.558,674,Bus
"Villars-sur-Glâne,Jean Paul II",577.028,183.687,693,Bus
"Villars-sur-Glâne,R.de Payerne",575.069,182.796,696,Bus
"Villars-sur-Glâne,Rte Préalpes",575.881,182.447,669,Bus
"Villars-sur-Glâne,Villars-Vert",576.534,183.117,692,Bus
Villars-sur-Ollon,570.534,127.277,1253,Zug
Villars-sur-Ollon Golf,572.025,128.7,1604,Zug
"Villars-sur-Ollon, gare",570.5,127.2,1253,Bus
"Villars-sur-Ollon, temple",570.203,127.726,1237,Bus
"Villars-sur-Ollon, Colonges",571.878,127.369,1392,Bus
"Villars-sur-Ollon, La Roche",571.503,126.816,1350,Bus
"Villars-sur-Ollon, La Verneyre",573.583,128.509,1432,Bus
Villars-Bozon,520.614,162.658,662,Zug
"Villars-Bozon, village",520.85,162.425,662,Bus
"Villars-Bramard, village",558.73,174.453,727,Bus
"Villars-Bramard, Farzin",560.085,174.681,786,Bus
"Villars-Burquin, pl. fontaine",538.112,188.694,739,Bus
"Villars-Burquin, Bassugnet",537.79,188.941,805,Bus
"Villars-Burquin, Douvaz",537.987,189.09,829,Bus
"Villars-Burquin, Grange-Meule",538.267,189.186,862,Bus
"Villars-Burquin, La Forge",538,188.85,765,Bus
"Villars-Burquin, Laiterie",538.288,188.775,753,Bus
"Villars-Epeney, Clar Chaney",543.15,181.825,556,Bus
"Villars-Epeney, Fontaine",543.34,181.346,547,Bus
"Villars-Mendraz, croisée",545.684,166.478,774,Bus
"Villars-Mendraz, Petite Route",545.731,166.354,774,Bus
"Villars-Mendraz, Praz-Longet",545.497,166.029,800,Bus
"Villars-Ste-Croix, village",532.75,157.775,509,Bus
"Villars-Ste-Croix, Croix Péage",533.051,157.027,479,Bus
"Villars-Ste-Croix, En Coulaye",532.625,157.638,505,Bus
"Villars-Ste-Croix, Le Sansy",533.042,157.804,506,Bus
"Villars-Tiercelin, village",543.824,164.007,825,Bus
"Villars-Tiercelin, Fontaines",543.728,164.163,813,Bus
"Villars-Tiercelin, La Sapelle",544.041,163.674,862,Bus
"Villars-Tiercelin, M. Villars",543.404,165.063,745,Bus
"Villarsel-le-Gibloux, village",567.812,173.681,752,Bus
"Villarsel-le-Gibloux, Bugnon",568.089,173.417,753,Bus
Villarsel-sur-Marly,579.084,179.104,706,Bus
"Villarvolard, village",574.635,166.023,732,Bus
"Villarvolard, Verchaux",574.715,165.259,725,Bus
"Villarzel, village",559.764,177.617,621,Bus
"Villarzel, Le Cachet",560.265,177.148,657,Bus
"Villarzel, Les Râpes",560.365,176.463,692,Bus
"Villarzel, Planche-Perte",559.316,177.123,617,Bus
Villaz-St-Pierre,563.456,174.487,706,Zug
"Villaz-St-Pierre, bif.",563.425,174.275,689,Bus
"Villaz-St-Pierre, gare",563.485,174.543,707,Bus
"Villaz-St-Pierre, poste",563.144,174.535,728,Bus
"Villaz-St-Pierre, Battiaz",564.175,174.437,676,Bus
"Villaz-St-Pierre, Le Biolex",562.825,173.668,693,Bus
"Villaz-St-Pierre, Le Renaillé",563.344,175.211,733,Bus
Villeneuve,560.65,138.685,375,Zug
Villeneuve CGN,560.474,138.714,373,Schiff
"Villeneuve FR, village",556.453,177.419,481,Bus
"Villeneuve FR, Champs Abessaz",556.537,177.892,495,Bus
"Villeneuve VD, centre comm.",561.245,137.327,376,Bus
"Villeneuve VD, gare",560.636,138.717,375,Bus
"Villeneuve VD, industrie",560.78,137.564,374,Bus
"Villeneuve VD, route d'Arvel",560.959,138.427,375,Bus
"Villeneuve VD, rte des Paquays",560.8,137.243,375,Bus
"Villeneuve VD, rte du Grammont",561.097,137.904,376,Bus
"Villeneuve VD, sous le viaduc",561.016,137.589,374,Bus
"Villeneuve VD, Carroz-Devant",561.231,138.247,376,Bus
"Villeneuve VD, Clos du Moulin",560.895,139.504,381,Bus
"Villeneuve VD, Eau-Froide",560.249,138.273,373,Bus
"Villeneuve VD, La Plage",560.638,139.075,383,Bus
"Villeneuve VD, Pré au Comte",560.796,138.468,374,Bus
"Villeneuve VD, Pré du Bruit",560.94,138.301,374,Bus
"Villeneuve VD, Pré Jaquet",560.868,137.962,374,Bus
"Villeneuve VD, Pré Neuf",561.168,137.502,373,Bus
"Villeneuve VD,Pré des Fourches",560.162,137.316,375,Bus
Villeret,568.231,223.333,763,Zug
"Villeret, ETA",567.795,222.984,768,(Bus)
"Villeret, Nivarox",567.717,223.013,784,(Bus)
"Villette (Lavaux), Pra Forni",544.131,150.748,387,Bus
Villette (Vigezzo),683.675,109.12,696,Zug
Villette VD,543.853,149.598,387,Zug
"Villiers, centre",564.57,213.85,764,Bus
"Villiers, La Champey",564.273,213.694,764,Bus
"Villigen, Gemeindehaus",658.78,263.687,365,Bus
"Villigen, Post",658.507,263.896,365,Bus
"Villigen, PSI Ost",659.601,265.605,336,Bus
"Villigen, PSI West",658.964,265.552,347,Bus
"Villigen, Vor Tor",658.445,264.421,365,Bus
Villingen (Schwarzw),676.541,323.579,704,Zug
"Villmergen, Bahnhof",0,0,0,(Bus)
"Villmergen, Birkenweg",661.387,244.753,422,Bus
"Villmergen, Bullenberg",661.804,244.358,428,Bus
"Villmergen, Bündtenstrasse",660.941,244.645,428,Bus
"Villmergen, Feldblumenweg",661.129,244.56,422,Bus
"Villmergen, Oberdorf",660.913,244.043,422,Bus
"Villmergen, Schulzentrum Hof",661.185,244.73,424,Bus
"Villmergen, Unterzelg",660.578,244.888,428,Bus
"Villmergen, Wohlerstrasse",661.227,244.12,428,Bus
"Villmergen, Zentrum",660.945,244.421,422,Bus
Villnachern,654.201,258.425,403,(Zug)
"Villnachern, Dorf",654.697,257.976,357,Bus
Villy,565.764,126.262,407,Zug
"Vilters, Bistro",752.837,210.58,489,Bus
"Vilters, Grofisstrasse",752.85,210.548,495,Bus
"Vilters, Härtistrasse",752.747,210.744,490,Bus
"Vilters, Oberdorf",752.772,210.121,490,Bus
"Vilters, Post",753.011,210.137,490,Bus
"Vilters, Sarganserstrasse",752.663,210.941,484,Bus
Vinadi,831.996,201.594,1088,Bus
"Vinelz, Flachsern",574.868,208.801,453,Bus
"Vinelz, Post",575.067,209.082,459,Bus
"Vinelz, Strand",574.934,209.449,434,Bus
"Vinzel, village",510.938,144.685,450,Bus
Vionnaz,559.758,129.426,383,Zug
"Vionnaz, croisée d'Illarsaz",560.472,129.755,382,Bus
"Vionnaz, gare",559.739,129.449,382,Bus
"Vionnaz, poste",558.568,128.974,394,Bus
"Vionnaz, Crébellay",559.14,128.225,389,Bus
"Vionnaz, Les Nayaz",558.426,129.396,395,Bus
"Vira (Gambarogno), Bellavista",708.248,110.922,277,Bus
"Vira (Gambarogno), Edifors",708.314,110.377,478,Bus
"Vira (Gambarogno), La Riva",708.281,111.152,200,Bus
"Vira (Gambarogno), Paese",708.551,111.262,209,Bus
"Vira (Gambarogno), Vignascia",707.576,110.85,196,Bus
"Vira (Gambarogno),Scuola Media",708.296,111.176,200,Bus
Vira (Mezzovico),714.75,106.15,445,Bus
Vira NLM,708.376,111.333,204,Schiff
"Viry, Chef-Lieu",491.656,108.354,480,Bus
"Viry, Essertet",490.267,108.042,476,Bus
"Viry, Germagny",489.351,107.902,528,Bus
"Viry, La Côte",492.776,107.718,512,Bus
Visp,634.122,127.053,651,Zug
Visp MGB-bvz,634.162,127.025,651,Zug
"Visp, Albe",632.108,126.782,1002,Bus
"Visp, Automobilkontrolle",633.11,127.193,651,Bus
"Visp, Bahnhof Nord",634.135,127.165,649,Bus
"Visp, Bahnhof Süd",634.127,127.004,651,Bus
"Visp, Fassji",633.662,127.658,646,Bus
"Visp, Forsthaus",631.934,126.822,1004,Bus
"Visp, Friedhof",634.156,126.364,664,Bus
"Visp, Hohlegasse",633.707,126.841,695,Bus
"Visp, Kleegärten",633.898,127.419,647,Bus
"Visp, Kulturzentrum La Poste",634.37,126.789,656,Bus
"Visp, Litterna",634.676,126.848,656,Bus
"Visp, Lonzawerke",634.465,127.161,647,Bus
"Visp, Mondstrasse",633.015,127.737,654,Bus
"Visp, Pomona Ost",633.111,127.214,663,Bus
"Visp, Pomona West",632.985,127.369,649,Bus
"Visp, Post",634.017,126.889,651,Bus
"Visp, Ried",630.917,126.711,1108,Bus
"Visp, Schlüsselacker",633.582,126.756,761,Bus
"Visp, Schwimmbad",633.448,127.44,652,Bus
"Visp, Seewjini",635.186,126.978,659,Bus
"Visp, Spital",634.345,126.389,675,Bus
"Visp, Sportplatz",633.627,127.154,649,Bus
"Visp, Staldbach",634.249,125.478,670,Bus
"Visp, Stundhaus",633.974,123.802,676,Bus
"Visp, Tschill",634.54,126.352,719,Bus
"Visp, Untere Albe",633.221,126.945,821,Bus
"Visp, West",633.282,127.762,645,Bus
Vispersand,634.011,125.963,657,(Zug)
Vispersand Süd,634.076,125.963,657,(Zug)
Visperterminen SVG,635.905,123.097,1340,Luftseilbahn
"Visperterminen, Bächji",635.044,125.243,849,Bus
"Visperterminen, Chlei Derfji",634.947,124.568,992,Bus
"Visperterminen, Chrizji",635.31,123.678,1098,Bus
"Visperterminen, Dorfeingang",635.477,122.99,1294,Bus
"Visperterminen, Oberstalden",635.084,124.654,1013,Bus
"Visperterminen, Post",635.781,123.064,1360,Bus
"Visperterminen, Schulhaus",635.682,123.177,1320,Bus
"Visperterminen, Toppi",634.507,125.562,783,Bus
"Visperterminen, Unterstalden",634.757,124.743,909,Bus
"Vissoie, les Rotzecs",611.268,118.7,1251,Bus
"Vissoie, poste",611.324,118.219,1202,Bus
"Vissoie, Les Barmes",610.504,122.243,1065,Bus
"Vissoie, Les Morands",611.628,117.696,1246,Bus
Vitznau,679.368,207.006,435,Schiff/Zahnradbahn
"Vitznau, Floralpina",679.24,205.957,446,Bus
"Vitznau, Park Hotel",679.222,207.572,444,Bus
"Vitznau, Station",679.449,207.031,435,Bus
"Vitznau, Unteraltdorf",679.545,206.663,444,Bus
"Vitznau, Unterwilen",678.368,208.257,459,Bus
"Vnà, Jalmèr",823.196,192.104,1616,Bus
Vocaglia,688.907,117.695,1009,Bus
"Vogorno, di Dentro",709.025,120.557,476,Bus
"Vogorno, Paese",709.35,120.173,493,Bus
"Vogorno, San Bartolomeo",708.596,121.061,489,Bus
"Vogorno, Sant Antonio",709.525,119.967,485,Bus
"Volken, Post",689.22,269.935,410,Bus
"Volketswil, Chammwisen",693.53,249.352,460,Bus
"Volketswil, Chapf",693.671,249.895,475,Bus
"Volketswil, Chappeli",693.34,249.472,458,Bus
"Volketswil, Chrummacher",694.004,248.398,460,Bus
"Volketswil, Dorf",694.723,249.508,475,Bus
"Volketswil, Eichstrasse",693.886,250.073,475,Bus
"Volketswil, Giessen",694.957,249.433,460,Bus
"Volketswil, Gries",693.68,249.09,460,Bus
"Volketswil, Hegnau",693.443,249.354,462,Bus
"Volketswil, Hofwisen",693.21,248.54,460,Bus
"Volketswil, Huzlenstrasse",693.997,249.895,460,Bus
"Volketswil, Hölzliwisen",693.609,248.468,448,Bus
"Volketswil, In der Au",694.386,249.5,600,Bus
"Volketswil, In der Höh",692.856,248.996,460,Bus
"Volketswil, Milandia",693.31,248.227,445,Bus
"Volketswil, Volkiland Chliriet",692.799,248.623,475,Bus
"Volketswil, Wallberg",694.259,249.487,460,Bus
"Volketswil, Zentrum",693.84,249.447,444,Bus
"Volketswil, Zimikon",693.153,248.993,460,Bus
"Vollèges, poste",579.229,103.967,843,Bus
"Vollèges, Cormayeur",578.857,103.929,810,Bus
"Vollèges, La Cotze",579.025,104.031,850,Bus
Von Roll,620.475,237.66,462,(Zug)
Vorab Gletscher,732.855,192.848,2570,Luftseilbahn
Vorab Pign,0,0,0,Luftseilbahn
"Voralp, Kurhaus",747.025,225.35,1220,Bus
"Vordemwald, Abzw. Balzenwil",634.25,232.7,437,Bus
"Vordemwald, Chratzernstrasse",634.566,235.552,437,Bus
"Vordemwald, Fischerweg",635.202,236.766,424,Bus
"Vordemwald, Grubenweg",635.351,237.106,423,Bus
"Vordemwald, Iselishof",635.373,236.277,437,Bus
"Vordemwald, Pflegeheim Sennhof",634.522,234.51,437,Bus
"Vordemwald, Post",634.978,236.172,437,Bus
"Vordemwald, Rest. Tannenbaum",634.345,234.825,437,Bus
"Vordemwald, Schulhaus",634.677,235.872,437,Bus
"Vordemwald, Weierdentsch",635.954,236.202,437,Bus
Vorder-Sangernboden,592.479,173.86,962,Bus
Vorderaraschgen,760.43,189.368,745,Bus
"Vorderfultigen, Abzw. Egg",600.175,186.551,954,Bus
"Vorderfultigen, Käserei",598.9,187.389,880,Bus
"Vorderfultigen, Kuhweid",597.757,187.338,887,Bus
Vorderrinderbach,619.467,211.333,656,Bus
"Vorderthal, Bächweidstrasse",710.972,219.833,739,Bus
"Vorderthal, Einschnitt",709.948,221.438,712,Bus
"Vorderthal, Flühbödeli",710.56,222.675,629,Bus
"Vorderthal, Gfell",710.572,223.63,575,Bus
"Vorderthal, Post",710.753,220.152,730,Bus
"Vorderthal, Rempen",710.681,221.908,649,Bus
"Vorderthal, Schweig",711.198,219.461,762,Bus
"Vorderthal, Schweizerhof",710.278,220.667,716,Bus
"Vorderthal, Sonne",710.008,220.911,712,Bus
"Vorimholz, Churchill Pub",594.376,213.152,523,Bus
"Vorimholz, Hof Aeschwald",595.88,214.061,514,Bus
"Vorimholz, Kaltenbrunnen",595.554,213.628,535,Bus
"Vorimholz, Spritzenhaus",594.799,213.369,529,Bus
Vounetse,582.263,163.889,1619,Luftseilbahn
Vouvry,558.34,131.911,381,Zug
"Vouvry, gare",558.319,131.918,381,Bus
"Vouvry, piscine",557.743,131.693,388,Bus
"Vouvry, poste",557.8,131.665,385,Bus
"Vouvry, Le Culat",557.69,132.553,380,Bus
"Vouvry, Les Bovairons",557.219,131.628,452,Bus
"Vouvry, Porte-du-Scex",557.584,133.21,378,Bus
"Vouvry, Riond Vert",557.534,131.9,409,Bus
"Vrin, posta",727.07,168.45,1448,Bus
"Vrin, Cons",726.518,167.798,1454,Bus
"Vrin, Dado",727.127,168.72,1476,Bus
"Vrin, Ligiazun",726.07,167.21,1550,Bus
"Vrin, Puzzatsch",724.92,166.661,1665,Bus
"Vrin, S. Giusep",725.797,167.064,1595,Bus
Vuadens-Nord,567.747,163.939,789,(Zug)
Vuadens-Sud,567.946,163.053,803,Zug
"Vuadens, gare",567.927,163.028,802,Bus
"Vuadens, Le Dally",568.742,162.802,804,Bus
"Vuadens, St-Vincent",568.287,163.053,807,Bus
Vuarennes,559.448,143.223,442,Zug
"Vuarmarens, village",553.11,166.148,685,Bus
"Vuarrengel, En Chollet",539.412,171.277,670,Bus
"Vuarrengel, Laiterie",539.413,171.599,667,Bus
"Vuarrengel, Orée du Bois",539.27,172.329,651,Bus
"Vuarrens, gar. du Gros-de-Vaud",539.354,169.77,673,Bus
"Vuarrens, poste",539.46,170.841,677,Bus
"Vuarrens, Le Chauchy",539.695,170.909,680,Bus
"Vucherens, village",549.741,163.931,677,Bus
"Vucherens, Closy",549.78,164.328,664,Bus
Vue-des-Alpes,556.786,213.692,1283,Bus
"Vufflens-la-V.,salle de sports",531.066,158.955,476,Bus
Vufflens-la-Ville,530.406,158.733,406,Zug
Vufflens-la-Ville coté COS (B),530.407,158.733,406,(Zug)
"Vufflens-la-Ville, église",530.779,158.739,432,Bus
"Vufflens-la-Ville, gare",530.42,158.793,412,Bus
"Vufflens-la-Ville, Cuvillard",530.765,159.101,430,Bus
Vufflens-le-Château,525.922,153.068,471,Zug
"Vugelles, croisée",534.307,186.201,521,Bus
"Vugelles, laiterie",534.133,186.173,523,Bus
"Vuibroye, village",551.503,158.075,635,Bus
"Vuibroye, Champacot",551.736,158.476,623,Bus
"Vuippens, village",572.06,167.606,705,Bus
"Vuissens, école",548.54,176.494,734,Bus
"Vuissens, poste",548.46,176.3,741,Bus
"Vuissens, Les Forges",549.448,177.727,689,Bus
Vuisternens-devant-Romont,561.056,166.959,791,(Zug)
"Vuisternens-dt-Romont, village",561.131,166.963,795,Bus
"Vuisternens-dt-Romont, Lanciau",561.385,166.468,791,Bus
"Vuisternens-dt-Romont, Poyet",561.932,165.514,808,Bus
"Vuisternens-dt-Romont, Poyet F",561.819,165.925,805,Bus
"Vuisternens-en-Ogoz, croisée",570.834,173.188,775,Bus
"Vuisternens-en-Ogoz, Bouleyres",571.653,173.24,765,Bus
"Vuisternens-en-Ogoz, Le Haut",570.293,172.76,826,Bus
Vuiteboeuf,532.443,184.012,589,Zug
"Vuiteboeuf, bif.",532.66,184.175,584,Bus
"Vuiteboeuf, collège",532.119,184.448,590,Bus
"Vulliens, Halte TL",549.527,162.846,690,Bus
"Vullierens, village",526.65,158.375,532,Bus
"Vulpera, Feriencenter",817.226,185.683,1278,Bus
Vögelinsegg,750.722,253.614,940,Zug
Wädenswil,693.643,231.668,408,Zug
Wädenswil ZSG,693.653,231.761,408,Schiff
"Wädenswil, Bahnhof",693.625,231.675,408,Bus
"Wädenswil, Baumgarten",693.417,230.742,505,Bus
"Wädenswil, Beichlen",692.764,229.206,408,Bus
"Wädenswil, Boller",694.161,230.826,447,Bus
"Wädenswil, Burstel",689.875,231.2,570,Bus
"Wädenswil, Büelen",692.582,232.019,446,Bus
"Wädenswil, Campus Grüental",693.841,230.467,516,Bus
"Wädenswil, Campus Reidbach",694.583,230.58,459,Bus
"Wädenswil, Campus Rothus",693.955,231.225,409,Bus
"Wädenswil, Ceder",693.318,231.706,408,Bus
"Wädenswil, Chalchtaren",691.006,231.747,408,Bus
"Wädenswil, Chotten",690.4,230.675,408,Bus
"Wädenswil, Coop",693.489,231.718,411,Bus
"Wädenswil, Eichweid",693.702,230.455,521,Bus
"Wädenswil, Feld",692.868,229.907,408,Bus
"Wädenswil, Feld/Brückenwaage",692.85,229.9,408,Bus
"Wädenswil, Forschungsanstalt",693.625,230.815,486,Bus
"Wädenswil, Friedhof",693.54,230.72,502,Bus
"Wädenswil, Frohmatt",692.702,231.687,455,Bus
"Wädenswil, Giessen",694.228,231.051,409,Bus
"Wädenswil, Gisenrüti",691.601,229.743,408,Bus
"Wädenswil, Glärnisch",693.077,231.735,424,Bus
"Wädenswil, Gulmenmatt",692.364,231.895,408,Bus
"Wädenswil, Hallenbad/Frohmatt",692.544,231.686,408,Bus
"Wädenswil, Hangenmoos",691.966,232.198,408,Bus
"Wädenswil, Herrlisberg",692.505,230.609,408,Bus
"Wädenswil, Hintere Rüti Ost",690.67,232.282,563,Bus
"Wädenswil, Hintere Rüti West",690.67,232.339,561,Bus
"Wädenswil, Krähbach",692.805,231.843,408,Bus
"Wädenswil, Lätten",692.778,232.115,443,Bus
"Wädenswil, Meierhof",694.156,230.992,427,Bus
"Wädenswil, Meierhof-Rain",694.017,230.938,438,Bus
"Wädenswil, Mugern",690.55,230.35,408,Bus
"Wädenswil, Mühlebach",693.481,231.084,408,Bus
"Wädenswil, Neubühl",690.548,231.92,408,Bus
"Wädenswil, Neudorf",692.917,231.859,430,Bus
"Wädenswil, Oedischwend",691.536,231.316,408,Bus
"Wädenswil, Reidbach",694.382,230.768,448,Bus
"Wädenswil, Rötiboden",692.8,231.4,408,Bus
"Wädenswil, Sandhof",693.228,230.555,408,Bus
"Wädenswil, Schlossbergstrasse",693.635,231.217,427,Bus
"Wädenswil, Schluchtal",691.1,230.05,408,Bus
"Wädenswil, Schmiedstube",693.286,231.484,408,Bus
"Wädenswil, Schwanen",693.26,231.707,408,Bus
"Wädenswil, Sonnenrainstrasse",693.385,231.67,415,Bus
"Wädenswil, Staubeweidli",694.517,230.829,410,Bus
"Wädenswil, Tiefenhof",692.647,232.241,433,Bus
"Wädenswil, Tiefenhofstrasse",692.734,232.437,409,Bus
"Wädenswil, Tiefenhofweiher",692.498,232.178,443,Bus
"Wädenswil, Tobelrain",692.421,231.824,457,Bus
"Wädenswil, Töbelibach",693.196,231.003,492,Bus
"Wädenswil, Waisenhausstrasse",693.572,230.596,507,Bus
"Wädenswil, Weinrebe",693.44,231.888,408,Bus
"Wädenswil, Werkhof Beichlen",692.525,229.275,408,Bus
"Wädenswil, Winterberg",691.424,232.478,408,Bus
Wägerhus/Abzw. Jöriseen,791.155,182.447,2206,Bus
"Wäldi, Dorfplatz",724.496,277.309,588,Bus
Wängi,714.129,261.728,474,Zug
Wängi Güterbahnhof,714.402,261.618,474,(Zug)
Wabern,600.563,197.414,573,Standseilbahn
Wabern bei Bern,600.552,197.507,560,Zug
"Wabern, Alpenstrasse",601.65,197.23,545,Bus
"Wabern, Bächtelen",601.508,197.044,550,Bus
"Wabern, Camping Eichholz",601.201,197.7,535,Bus
"Wabern, Eichholz",600.991,197.508,552,Tram
"Wabern, Friedhof Nesslerenholz",601.89,197.262,535,Bus
"Wabern, Gurtenbahn",600.745,197.664,560,Tram
"Wabern, Kleinwabern",601.7,196.861,560,Bus
"Wabern, Lindenweg",601.8,197.028,547,Bus
"Wabern, Tram-Endstation",601.067,197.437,554,Tram
"Wabern, Weyergut",601.425,197.575,536,Bus
"Wabern, Weyerstrasse",601.258,197.346,551,Bus
"Wachseldorn, Dorf",621.847,185.22,884,Bus
"Wachseldorn, Feuerwehrmagazin",622.276,185.522,981,Bus
"Wachseldorn, Hof",622.669,185.909,981,Bus
"Wachseldorn, Schulhaus",623.07,185.477,968,Bus
"Wagen, alte Post",709.875,232.14,435,Bus
"Wagen, Käserei",709.57,232.14,428,Bus
"Wagen, St. Wendelin",708.83,232.26,430,Bus
"Wagerswil, Dorf",722.213,274.289,478,Bus
"Wahlen b. Laufen, Kirche",605.926,250.104,350,Bus
"Wahlen b. Laufen, Oberdorf",605.815,249.864,410,Bus
"Wahlen b. Laufen, Petersplatz",605.744,250.133,404,Bus
"Wahlen b. Laufen, Traube",605.687,250.292,399,Bus
"Wahlen b. Laufen, Unterdorf",605.625,250.641,390,Bus
"Wahlen b. Laufen, Weiern",606.457,251.24,387,Bus
"Wahlendorf, Wendeplatz",592.299,205.9,763,Bus
Walchwil,681.858,216.971,449,Zug
Walchwil (See),681.52,217.077,417,Schiff
Walchwil Bühl,0,0,0,(Zug)
Walchwil Hörndli,680.94,218.04,438,Zug
"Walchwil, Aesch",682.27,216.67,538,Bus
"Walchwil, Bahnhof",681.851,216.961,449,Bus
"Walchwil, Blimoos",681.62,217.57,510,Bus
"Walchwil, Chellen",682.3,216.87,532,Bus
"Walchwil, Engel",681.56,217.05,449,Bus
"Walchwil, Gemeindehaus",681.56,217.14,449,Bus
"Walchwil, Gerbi",681.79,217.26,480,Bus
"Walchwil, Grueb",681.625,217.37,510,Bus
"Walchwil, Hintermettlen",682,217.44,538,Bus
"Walchwil, Hörndli",680.93,217.975,449,Bus
"Walchwil, Lido",681.815,216.69,449,Bus
"Walchwil, Mütschi",681.88,217.04,460,Bus
"Walchwil, Oberdorf",681.63,217.72,542,Bus
"Walchwil, Oberhalten",681.77,217.435,535,Bus
"Walchwil, Obersagen",681.55,217.48,535,Bus
"Walchwil, Oberwihel",682.01,216.925,480,Bus
"Walchwil, Rufibach",682.28,216.01,415,Bus
"Walchwil, Sagenbrugg",681.335,217.445,449,Bus
"Walchwil, St. Adrian",682.17,216.3,430,Bus
"Walchwil, Usseregg",682.17,217.12,519,Bus
"Walchwil, Zämattli",682.15,216.86,490,Bus
Wald,711.634,236.803,616,Zug
"Wald AR, Dorf",754.89,253.75,962,Bus
"Wald AR, Grunholz",754.912,253.468,909,Bus
"Wald AR, Hopsbermoos",755.287,254.032,963,Bus
"Wald AR, Obergaden",755.7,253.3,962,Bus
"Wald AR, Säge",756.725,253.35,962,Bus
"Wald AR, Schweizerbund",755.493,254.312,967,Bus
"Wald AR, Seeli",757.025,253.15,962,Bus
"Wald AR, Unterdorf",754.638,253.528,936,Bus
"Wald ZH, Abzw. Oberholz",713,237.5,898,Bus
"Wald ZH, Bahnhof",711.644,236.789,616,Bus
"Wald ZH, Binzholz",711.26,237.8,695,Bus
"Wald ZH, Blattenbach",710.45,237.255,660,Bus
"Wald ZH, Dieterswil",711.09,238.45,762,Bus
"Wald ZH, Elbastrasse",711.623,237.566,640,Bus
"Wald ZH, Etzelstrasse",710.87,237.275,710,Bus
"Wald ZH, Faltigberg",713.803,237.26,893,Bus
"Wald ZH, Farnboden",711.62,237.95,660,Bus
"Wald ZH, Gemeindehaus",711.688,237.148,616,Bus
"Wald ZH, Hittenberg",713.229,237.374,890,Bus
"Wald ZH, Jonatal",711.78,239.1,675,Bus
"Wald ZH, Katholische Kirche",711.394,236.904,608,Bus
"Wald ZH, Niederholz",712.586,237.952,737,Bus
"Wald ZH, Nordeck",711.738,236.371,618,Bus
"Wald ZH, Ober-Feld",710.7,237.04,635,Bus
"Wald ZH, Pflegezentrum",711.18,237.1,616,Bus
"Wald ZH, Riet",711.459,240.927,762,Bus
"Wald ZH, Sonnenberg",712.25,237.375,616,Bus
"Wald ZH, Sportstrasse",712.025,236.195,616,Bus
"Wald ZH, Tänler",710.8,237.5,751,Bus
"Wald ZH, Wabe",711.91,237.31,615,Bus
Waldburg,687.231,244.488,590,Zug
"Waldburg, Station",687.252,244.479,587,Bus
"Walde AG, Bank",651.033,234.624,608,Bus
"Walde AG, Käserei",650.658,234.868,609,Bus
"Walde SG, Dorf",718.882,236.655,844,Bus
"Walde SG, Oberricken",720.23,237.045,901,Bus
"Walde SG, Rütihalde",719.281,236.77,856,Bus
"Walde SG, Widen",718.417,235.94,820,Bus
"Waldegg, Birmensdorferstrasse",677.409,246.89,588,Bus
"Waldegg, Katholische Kirche",677.329,246.514,555,Bus
"Waldegg, Leuen",677.127,246.268,560,Bus
"Waldegg, Post",677.298,246.892,585,Bus
Waldenburg,623.424,248.43,518,Zug
"Waldenburg, Bahnhof",623.447,248.427,515,Bus
"Waldenburg, Bürgerschopf",623.258,247.546,546,Bus
"Waldenburg, Hauenstein",623.403,246.741,619,Bus
"Waldenburg, Revue Thommen",623.264,247.858,533,Bus
"Waldhäusern AG, Burehof",666.269,242.136,436,Bus
"Waldhäusern BE, Kurhaus",620.623,199.009,970,Bus
Waldibrücke,666.874,217.808,422,Zug
"Waldibrücke, Bahnhof",666.891,217.809,422,Bus
"Waldkirch, Bernhardsrüti",741.315,260.064,605,Bus
"Waldkirch, Bisihus",742.159,260.239,587,Bus
"Waldkirch, Edlischwil",740.666,259.74,615,Bus
